STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/14/91,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/15/91,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/16/91,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/17/91,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/18/91,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/19/91,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/20/91,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/21/91,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/22/91,0.06,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/23/91,1.31,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/24/91,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/25/91,2.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/26/91,0.03,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/27/91,0.03,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/28/91,0.33,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/29/91,1.83,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/30/91,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,12/31/91,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/1/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/2/92,1.1,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/3/92,1.6,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/4/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/5/92,0.69,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/6/92,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/7/92,0.08,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/8/92,0.37,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/9/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/10/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/11/92,0.05,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/12/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/13/92,0.33,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/14/92,0.08,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/15/92,0.32,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/16/92,0.65,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/17/92,0.06,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/18/92,0.55,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/19/92,0.45,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/20/92,0.16,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/21/92,0.2,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/22/92,0.23,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/23/92,1.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/24/92,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/25/92,2.16,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/26/92,3,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/27/92,0.63,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/28/92,1.39,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/29/92,2.09,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/30/92,0.6,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,1/31/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/1/92,0.46,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/2/92,1.13,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/3/92,1.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/4/92,3.31,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/5/92,0.17,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/6/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/7/92,0.43,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/8/92,2.5,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/9/92,0.77,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/10/92,1.88,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/11/92,1.97,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/12/92,0.08,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/13/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/14/92,4.43,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/15/92,0.69,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/16/92,0.08,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/17/92,2.59,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/18/92,0.29,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/19/92,1.27,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/20/92,0.13,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/21/92,2.49,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/22/92,2.88,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/23/92,0.83,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/24/92,0.13,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/25/92,0.16,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/26/92,0.21,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/27/92,0.54,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/28/92,0.09,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,2/29/92,3.28,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/1/92,0.38,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/2/92,0.19,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/3/92,0.67,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/4/92,0.31,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/5/92,0.11,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/6/92,2.05,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/7/92,0.38,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/8/92,1.69,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/9/92,0.22,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/10/92,1.05,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/11/92,0.18,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/12/92,0.2,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/13/92,1.29,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/14/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/15/92,0.61,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/16/92,0.15,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/17/92,0.06,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/18/92,0.83,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/19/92,0.44,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/20/92,0.06,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/21/92,0.06,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/22/92,0.26,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/23/92,0.22,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/24/92,0.35,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/25/92,1.55,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/26/92,1.83,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/27/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/28/92,4.61,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/29/92,0.21,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/30/92,0.69,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,3/31/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/1/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/2/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/3/92,2.52,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/4/92,3.12,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/5/92,0.08,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/6/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/7/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/8/92,0.29,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/9/92,0.59,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/10/92,1.55,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/11/92,0.59,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/12/92,2.3,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/13/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/14/92,3.43,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/15/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/16/92,3.41,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/17/92,1.81,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/18/92,0.17,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/19/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/20/92,1.98,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/21/92,3.18,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/22/92,0.85,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/23/92,0.37,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/24/92,0.24,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/25/92,1.09,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/26/92,0.2,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/27/92,0.2,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/28/92,0.19,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/29/92,0.38,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,4/30/92,2.56,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/1/92,3.51,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/2/92,0.84,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/3/92,0.11,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/4/92,1.61,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/5/92,0.35,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/6/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/7/92,0.59,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/8/92,0.11,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/9/92,0.35,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/10/92,1.43,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/11/92,0.13,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/12/92,0.09,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/13/92,1.91,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/14/92,0.68,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/15/92,0.86,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/16/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/17/92,0.11,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/18/92,1.79,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/19/92,0.06,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/20/92,2.97,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/21/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/22/92,0.44,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/23/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/24/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/25/92,0.15,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/26/92,0.13,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/27/92,1.43,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/28/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/29/92,0.37,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/30/92,1.19,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,5/31/92,0.1,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/1/92,0.22,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/2/92,0.91,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/3/92,0.13,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/4/92,1.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/5/92,4.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/6/92,0.48,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/7/92,0.08,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/8/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/9/92,0.05,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/10/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/11/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/12/92,0.39,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/13/92,0.19,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/14/92,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/15/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/16/92,0.39,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/17/92,0.41,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/18/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/19/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/20/92,0.4,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/21/92,0.16,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/22/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/23/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/24/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/25/92,0.08,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/26/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/27/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/28/92,0.09,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/29/92,0.09,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,6/30/92,0.03,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/1/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/2/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/3/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/4/92,1.73,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/5/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/6/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/7/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/8/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/9/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/10/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/11/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/12/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/13/92,3.46,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/14/92,0.31,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/15/92,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/16/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/17/92,0.59,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/18/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/19/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/20/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/21/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/22/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/23/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/24/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/25/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/26/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/27/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/28/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/29/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/30/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,7/31/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/1/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/2/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/3/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/4/92,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/5/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/6/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/7/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/8/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/9/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/10/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/11/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/12/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/13/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/14/92,0.09,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/15/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/16/92,0.42,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/17/92,0.05,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/18/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/19/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/20/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/21/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/22/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/23/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/24/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/25/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/26/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/27/92,0.07,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/28/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/29/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/30/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,8/31/92,0.47,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/1/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/2/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/3/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/4/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/5/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/6/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/7/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/8/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/9/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/10/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/11/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/12/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/13/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/14/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/15/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/16/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/17/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/18/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/19/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/20/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/21/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/22/92,0.12,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/23/92,0.02,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/24/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/25/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/26/92,0.06,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/27/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/28/92,0.03,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/29/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,9/30/92,0.15,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/1/92,0.04,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/2/92,0.05,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/3/92,0.11,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/4/92,0.05,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/5/92,0.01,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/6/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/7/92,0,",,I",,
EC000000026,"PUERTO ILA, EC",-0.49,-79.36,260,10/8/92,0.04,",,I",,
