,year,month,day,level_3,Title,Date,Price
702,2010,11,5,Title,ICE US Review: Cocoa lower with profit taking Costa Rican coffee in concerning situation Nigerian cocoa shipments jump after good weather Colombian coffee production seen rising by 11% ,11/5/10,1.9199
703,2010,11,7,Title,Better coffee exports Coffee exports falling Charts people and places Speculation over stocks pushes corn higher Roasters turn to robusta to control costs Vietnam commits to stockpiling More beans to flow out of Cameroon Dry weather cuts Burundi export income ,11/7/10,1.9199
704,2010,11,8,Title,ICE US Review: Quality concerns boost coffee Ivory Coast cocoa arrivals lag behind year-ago levels Extended rains to delay Vietnam coffee harvest Cashew association to fund technical outreach project ,11/8/10,1.9163
705,2010,11,9,Title,ICE US Review: Sugar hits 30-year highs Record trading of agricultural commodities boosts Noble ,11/9/10,1.9402
706,2010,11,10,Title,ICE US Review: Sugar backs off recent highs ,11/10/10,2.0196
707,2010,11,11,Title,Personnel Cashew association will fund technical outreach project ICE US Review: Cocoa Slightly Higher San Pedro cocoa arrivals lower than last season Record trading for ICE's cocoa futures contract ,11/11/10,1.9832
708,2010,11,12,Title,ICE US Review: Cocoa closes lower with other commodities Costa Rican coffee suffers after long storm ,11/12/10,1.942
709,2010,11,14,Title,Cocoa arrivals dip Colombian coffee rise Record ag trade boosts Noble Charts Weather Canola lifted by tightening US soya outlook Colombia believes coffee output back on track Ivorians try to monitor quality Vietnam hopes rains have left crop unscathed ,11/14/10,1.942
710,2010,11,15,Title,ICE US Review: Sugar recovers from Friday's losses Trade body sees Indian oilseed output up from last year Vietnam to step up coffee farming after rains end ,11/15/10,1.8685
711,2010,11,16,Title,ICE US Review: Sugar down following outside markets USDA cuts Brazilian coffee production estimate ,11/16/10,1.8992
712,2010,11,17,Title,ICE US Review: Sugar edges higher Kenyan coffee prices rise 9.5% on improved quality Cameroon launches inquiry into diseased cocoa ,11/17/10,1.8535
713,2010,11,18,Title,ICE US Review: Sugar climbs higher Ivory Coast to benefit from cocoa quality control Mexico ships almost a third less coffee in October Nicaraguan coffee shipments down 28% in October Costa Rica slashes coffee outlook after storms ,11/18/10,1.8511
714,2010,11,19,Title,ICE US Review: Cocoa eases on general commodity sell-off Venezuelan firm looks to boost investment Kenyan coffee earnings jump 50% despite output drop ,11/19/10,1.9265
715,2010,11,21,Title,Nicaraguan coffee fall Charts Soyabeans to fall further after China plunge Cocoa quality gains Kenyan coffee rise Costa Rica lowers coffee estimate Arabica supply tight despite rebounding crop Vietnam eager to heighten its cocoa presence Further delays to Vietnamese coffee harvest ,11/21/10,1.9265
716,2010,11,22,Title,ICE US Review: Cocoa weakens as US dollar strengthens Innocent fails in bid to remove VAT from smoothies ,11/22/10,1.9315
717,2010,11,23,Title,ICE US Review: Cocoa weakens as US dollar strengthens Cameroon sees robusta prices increase by 6% Rwanda to sell share in biggest brewer ,11/23/10,1.9432
718,2010,11,24,Title,ICE US Review: Cocoa eases in quiet pre-holiday trade Indonesian coffee production seen declining to 8m bags ,11/24/10,1.281
719,2010,11,25,Title,Smoothie manufacturer fails in attempt to outlaw sales tax Venezuelan food processor intends to raise investment The ultimate sandwich: Northern and Greencore create new player Ivorian coffee shipments down by around a fifth Vietnam lowers coffee exports forecast Colombian coffee output may fall below forecasts ,11/25/10,1.281
720,2010,11,26,Title,ICE US Review: Cocoa settles narrowly mixed Benchmark coffee grade in Tanzania rises 4.3% Burundian tea export earnings down by 4% Latin American coffee shipments up year-on-year ,11/26/10,1.9387
721,2010,11,28,Title,Pick-up in Vietnam's harvest will dent prices Australia/India concerns drive sugar upward ,11/28/10,1.9387
722,2010,12,23,Title,McDonald's sets target of 2 000 burger outlets in China by 2013 Beans hard to come by as robusta hits 28-month high South American heat pushes up corn/soya Delayed harvest sees Mexico coffee exports decline Trading Brief New tranche of ICE tweaks may tighten coffee market Markets Review ,12/23/10,2.1693
723,2010,12,28,Title,ICE US Review: Cocoa climbs on political unrest jitters ,12/28/10,2.1736
724,2010,12,29,Title,ICE US Review: Cocoa holds steady in thin holiday trade ,12/29/10,2.1736
725,2010,12,30,Title,ICE US Review: Cocoa falls on profit taking ,12/30/10,2.1736
726,2011,1,4,Title,ICE US Review: Cocoa weakens as Ivory Coast tensions ease Honduran coffee exports leap 172% in December Vietnam sees increase in coffee shipments Indonesian robusta exports up 42% year-on-year ,1/4/11,2.2015
727,2011,1,5,Title,ICE US Review: Cocoa weakens on bearish technicals West Africa sees reverse in cocoa smuggling trend Kopiko launch in UK Improvements in guarana fruit processing ,1/5/11,2.1445
728,2011,1,6,Title,Rainfall has arrived in parched Brazil Markets Review Brewing coffee prices keep strengthening Peak coffee supply in Vietnam raises shipment volumes Stock clearance causes a surge in coffee shipments Smugglers change direction as Ghana's prospects climb ICE US Review: Coffee edges up on smaller Brazil crop Arabica approaches 13-and-a-half-year high Costa Rica cuts coffee production estimate for 2010/11 Brazil set for biggest off-year coffee crop in a decade ,1/6/11,2.1433
729,2011,1,7,Title,"ICE US Review: Sugar ends higher Bold analyst forecasts coffee to reach $4 a pound San Pedro cocoa arrivals 30,000 tonnes above last year ",1/7/11,2.155
730,2011,1,10,Title,ICE US Review: Election unrest underpins cocoa Jailed cocoa officials released Wheat leads rise in NYSE Liffe commodity volumes ,1/10/11,2.1364
731,2011,1,11,Title,ICE US Review: Election unrest pushes cocoa higher Uganda anticipates higher tea production this year Suitors gear up for Sara Lee bid Vietnamese coffee exporters sell up to half of crop ,1/11/11,2.1416
732,2011,1,12,Title,ICE US Review: Cocoa underpinned by political unrest ICO increases world coffee production forecast Kenyan sees 112% increase in coffee sales ,1/12/11,2.1747
733,2011,1,13,Title,"Better crop care and improved sowings up Ugandan tea forecast Sluggish sales pressurise high market Controversial market oracle sees record arabica prices Crop disease fear drives coffee to greater heights People and Places More mileage in standout NYSE Liffe wheat contract Markets Review Kenyan coffee sales rocket at auction Suitors circle Sara Lee Dr Pepper plans to launch citrus soda in US market later this year USDA's prediction of tightness spurs soya ""If prices remain at these levels, it gives more oxygen to producers"" ICE US Review: Cocoa lower for first time in 5 days US to phase out pesticide due to residue risk ICO raises Vietnamese coffee production forecast ",1/13/11,2.2321
734,2011,1,14,Title,ICE US Review: Cocoa turns higher with Ivory Coast worries Ugandan coffee shipments may drop 8.8% in January Vietnamese arabica production seen higher ,1/14/11,2.1602
735,2011,1,16,Title,BASF restructures in Brazil ,1/16/11,2.1602
736,2011,1,17,Title,Canadian company to use linseed for biodiesel Ugandan coffee shipments seen rising this month ,1/17/11,2.1602
737,2011,1,18,Title,ICE US Review: Cocoa moves higher Uganda confident of reaching 2015 coffee export target Vietnamese coffee farmers in no rush to sell Kenya sells premium coffee for record price ,1/18/11,2.1799
738,2011,1,19,Title,ICE US Review: Cocoa moves Higher Vietnamese coffee harvest seen at 18.43m bags ,1/19/11,2.1909
739,2011,1,20,Title,Prices urge on Ugandan coffee exports Shrinking supplies keep canola prices lofty Markets Review Conditions better for Brazilian coffee Coffee tech used for fruits Bank credit limits impede Vietnam's coffee trading Waste-free biofuel plant preparing for go ahead ICE US Review: Cocoa goes higher with Ivory Coast worries Central American coffee shipments rose by 40% ,1/20/11,2.1665
740,2011,1,21,Title,ICE US Review: Cocoa hits 8-month high Burundi tea export revenues fall in December but ahead for year ,1/21/11,2.1602
741,2011,1,24,Title,ICE US Review: Cocoa climbs on export ban concerns Nicaraguan coffee shipments up 50% in value Colombian coffee region could see lower output this year Cocoa prices soar over export suspension Kirin enters into Chinese soft drinks venture Vietnam sees coffee prices rise to three-year highs ,1/24/11,2.235
742,2011,1,25,Title,ICE US Review: Cocoa continues higher on export ban talk Danone eyes Indian baby food market ,1/25/11,2.2275
743,2011,1,26,Title,ICE US Review: Cocoa hits yearly highs Javo Beverages files for Chapter 11 Kenyan benchmark coffee prices fall 13% at auction ,1/26/11,2.1718
744,2011,1,27,Title,Coffee shipments out of Vietnam slide People and Places Kirin signs Chinese soft drinks venture Vietnam coffee scales three-year peak on lower exports Top Tanzanian coffee hits season high Brazil hot on heels of US to be biggest coffee drinker ICE US Review: Cocoa consolidates after recent gains Vietnam sees fall in coffee exports this month Brazil could become world's leading coffee consumer in 2012 Starbucks gives assurances it will not raise coffee prices ,1/27/11,2.2386
745,2011,2,24,Title,Stunted harvests fail to meet rising coffee demands Contenders lurk after NYSE takeover bid Markets Review Indonesian coffee washed out Nestlé prepares for commodity inflation as 2010 profits triple Vietnam's robusta keeps pushing for more record highs Sell-off slump sees soya defy tight outlook ICE US Review: Cocoa sees slight decline ,2/24/11,2.5671
746,2011,2,25,Title,ICE US Review: Cocoa hits 32 year high Nestle to buy 1.2m bags of Colombian coffee Vietnamese coffee shipments up by almost 17% ,2/25/11,2.5288
747,2011,3,1,Title,ICE US Review: Coffee down on profit-taking Vietnamese coffee official sees dry weather affecting output ,3/1/11,2.5938
748,2011,3,2,Title,ICE US Review: Sugar breaks above resistance Indonesian coffee exports almost triple in February ,3/2/11,2.5624
749,2011,3,3,Title,Vietnam sales ease coffee tightness Coffee supply fears allayed by improved crop outlooks Exporters dip into inventories to fulfil coffee sales Markets Review Approaching spring gives grain fresh boost Heavy rain aids West African coffee Mexico widens export quota agreement Döhler bets on natural flavours Noble's new facilities help it exploit worldwide deficits Heavy rains remove Brazil's dryness ICE US Review: Cocoa continues higher ,3/3/11,2.5636
750,2011,3,4,Title,ICE US Review: Cocoa drops on profit taking Argentine soft drinks near USD5 billion mark Ugandan coffee exports down for third straight month ,3/4/11,2.5942
751,2011,3,7,Title,ICE US Review: Cocoa climbs as political tension rises Honduras raises GDP forecast as coffee prices escalate ,3/7/11,2.6017
752,2011,3,8,Title,ICE US Review: Cocoa eases Bad weather spoils Guatemala's sugar prospects Vietnam looks set for surge in coffee shipments Ivory Coast president seizes cocoa and coffee sales ,3/8/11,2.6755
753,2011,3,9,Title,ICE US Review: Cocoa drops as movement anticipated Adverse weather cuts into Uganda's coffee sales ,3/9/11,2.7259
754,2011,3,10,Title,"Guatemala loses some of its cane to poor weather Volatile futures slowing big coffee sales in Vietnam Personnel Markets Review Tensions and harvests see futures weaker Ugandan coffee sales weakening Stalemate tightens around Ivory Coast's cocoa industry Investment includes on-site bottle making ICE US Review: Cocoa declines on surplus ideas Russian raw sugar imports increase on lower tariff Cocoa prices fall, but beans remain stranded ",3/10/11,2.8079
755,2011,3,11,Title,Tsunami hits commodity prices Starbucks brews up new deal ,3/11/11,2.69
756,2011,4,12,Title,ICE US Review: Cocoa moves Higher Tanzanian coffee prices fall on poor quality Brazil expected to produce good quality coffee ,4/12/11,2.6377
757,2011,4,13,Title,ICE US Review: Cocoa continues to move higher Colombian coffee shipments up by more than half ,4/13/11,2.6406
758,2011,4,14,Title,Coffee market divided over cause of extreme volatility Canola loses ground amid weaker demand Indonesian coffee exports soaring Markets Review Colombian coffee cales climbing Rainfall to be short lived in Brazil Passion fruit concentrate set to rebound from recent price low Collaboration is key as industry leaders outline growth strategies Brazil's big coffee crop good quality ICE US Review: Cocoa stays firm Innovative Hawaiian fruit beverage ,4/14/11,2.7093
759,2011,4,15,Title,ICE US Review: Cocoa sharply higher Indonesian robusta offered at premium to London ,4/15/11,2.7282
760,2011,4,18,Title,Brazil extends DuPont's Aproach Prima to major crops ICE US Review: Cocoa Sharply lower Vietnamese coffee output to rise 10% in 2011/12 Coffee at five-week high on lower Brazilian output Colombia 'dreams' of higher coffee production Brazilian coffee sales increase 44% in March Nestlé expands in China ,4/18/11,2.7818
761,2011,4,19,Title,ICE US Review: Cocoa closes mixed Burundi sees coffee earnings up almost four-fold Nestle able to offset rising and volatile commodity costs ,4/19/11,2.7681
762,2011,4,20,Title,ICE US Review: Cocoa edges Higher Kenyan coffee rises as market enters early break ,4/20/11,2.8322
763,2011,4,21,Title,Indonesian coffee gains a premium after rain damage New York coffee breaks key level as market struggles to find relief Burundi enjoys coffee windfall People and Places Markets Review Nestle protects its profits by handing costs to consumers Soya rally reined in by low Chinese buying Hawaiian fruit beverage Indian RTD tea market becoming crowded with Goodricke entry Swiss giant Nestlé signs new deal to drive growth in China ICE US Review: Cocoa edges lower Coffee hits 14-year high on tight arabica stocks ,4/21/11,2.8907
764,2011,4,25,Title,ICE US Review: Firm US dollar triggers selling in softs ,4/25/11,2.8827
765,2011,4,26,Title,ICE US Review: Coffee rallies higher Vietnam's coffee shipments higher by almost a third ,4/26/11,2.8447
766,2011,4,27,Title,ICE US Review: Coffee consolidates near highs Low supplies cut Burundi's tea export revenues ,4/27/11,2.8844
767,2011,4,28,Title,"Do arabica specs deserve their roasting? ICE US Review: Coffee Climbs Higher, But Meets Resistance Indonesian coffee defies pressure from London futures ",4/28/11,2.8747
768,2011,5,18,Title,ICE US Review: Cocoa climbs on outside indicators ,5/18/11,2.6029
769,2011,5,19,Title,Editorial Indonesian coffee premium rockets on weather damage Markets Review Vaswani joins Jammin Farewell to Ahold VP Wet weather delays spark U-turn for maize Arabica and live cattle top in April at Brazil's bourse Vietnam's coffee pricing tumbles from record high ICE US Review: Cocoa eases on sufficient supplies Indonesian robusta premiums rise to 18-month peak ,5/19/11,2.6993
770,2011,5,20,Title,ICE US Review: Cocoa weakens Brazilian coffee pickers head back to fields ,5/20/11,2.6467
771,2011,5,23,Title,"ICE US Review: Coffee moves up, ignores broad-based selling ",5/23/11,2.5375
772,2011,5,24,Title,"ICE US Review: Cocoa inches higher Ivorian cocoa stocks reached 470,000 tonnes Central American coffee exports increase by 12% Austrian co-op eyes future growth with 25m site expansion Brazilian growers likely to want more for their coffee ",5/24/11,2.5675
773,2011,5,25,Title,ICE US Review: Cocoa higher with correction Ivorian cocoa arrivals up despite massive smuggling Vietnamese coffee shipments rise by almost 11% Kenya's Sasini Group hampered by poor rains ,5/25/11,2.5622
774,2011,5,26,Title,Arabica set for a planting boost on climbing demand Brazilian coffee growers holding the best cards Chinese coffee sales act as catalyst for more investment Lower Sasini earnings saved by market Climate boosts Brazil harvest efforts Markets Review Weather lifts canola as market loses steam Central American coffee exports up People and Places Western beverage companies making mistakes in Far East ICE US Review: Cocoa moves higher Brazilian coffee stocks may be lowest ever Strong Chinese coffee demand stokes large investment Rising arabica demand to encourage coffee farmers Burundi boosts tea earnings on higher volumes Swiss company explores Indian cocoa CEO leaves Canadian chain ,5/26/11,2.6024
775,2011,5,27,Title,ICE US Review: Cocoa moves lower ,5/27/11,2.5915
776,2011,6,1,Title,ICE US Review: Coffee down with fund selling Indonesian robusta shipments up 12% in May Indian coffee exports leap 44% between October and May Cameroonian cocoa shipments up 18% year-on-year Coffee prices poised to remain at lofty levels Vietnamese coffee prices tipped to rise by over 6% ,6/1/11,2.5849
777,2011,6,2,Title,"Run up to USDA report sets buyers on edge Markets Review Indian coffee exports soaring Cameroon cocoa shipments growing CEO leaves Canadian chain ""If we were to have a cataclysmic frost, prices could rally to record highs."" Shrinking global coffee stocks to send prices up Ivory Coast export recovery dogged by quality fears More farm inputs failing to meet higher coffee demand Fears unfounded as Indonesia ships more coffee ICE US Review: Coffee recovers higher Cameroonian cocoa output hits new record this year Indonesian robusta shipments up 12% in May Cocoa pesticide bid launched ",6/2/11,2.5038
778,2011,6,3,Title,ICE US Review: Coffee up with spec buying Arabica prices seen staying above $1.50 for two years Vietnamese coffee prices may rise in second half of year Monsoon arrives in India's biggest cane growing region Brazil's coffee crop braces itself for major frost Nestlé uses renewable energy to make ice cream ,6/3/11,2.5606
779,2011,6,6,Title,ICE US Review: Cocoa edges lower Vietnamese coffee prices seen strong in second half of 2011 Central American coffee exports higher than last year ,6/6/11,2.6323
780,2011,6,7,Title,ICE US Review: Cocoa edges lower Honduran coffee shipments expected to increase by 5% Vietnamese coffee shipments slow this week ,6/7/11,2.5411
781,2011,6,8,Title,ICE US Review: Cocoa Moves Higher Brazilian coffee revenue reaches all-time high Commodity costs to hit Nestle ADM expands programme Indian tea producers call for higher subsidy ,6/8/11,2.5754
782,2011,6,9,Title,Vietnam coffee exports fall from last month's peak Crowded energy drinks market greets new super-strong offering Ramadan buying lifts nearby sugar values Markets Review Brazil celebrates highest earnings from coffee ever Good arabica outlook in big suppliers Indian tea industry development needs bigger subsidies Brazil harvest conditions to decline ICE US Review: Cocoa Gains Strength ,6/9/11,2.5546
783,2011,6,10,Title,ICE US Review: Cocoa edges higher Salvadorian coffee shipments up by 74% last month ,6/10/11,2.5886
784,2011,6,13,Title,BASF extends AgCelence brand in Brazil ICE US Review: Coffee up with technical buying Kenya extends coffee sales break further due to cold ,6/13/11,2.5596
785,2011,6,14,Title,ICE US Review: Coffee continues technical rally Uganda tipped to have good June in quieter coffee year SoBe soft drinks enter UK ,6/14/11,2.5925
786,2011,6,15,Title,ICE US Review: Coffee down as frost fears ease Anchor trademark grounded ,6/15/11,2.5863
787,2011,6,16,Title,June export jump won't help Uganda reach coffee goal Younger generation sends Russian coffee use soaring Low sales dent soya as weather improves Markets Review People and Places ICE US Review: Coffee down as investors back away ,6/16/11,2.5515
788,2011,6,17,Title,ICE US Review: Coffee drops as weather improves ,6/17/11,2.5082
789,2011,6,20,Title,ICE US Review: Cocoa edges higher Global warming seen lifting India's cardamom yields Steep increase in Peruvian organic exports Ivorian cocoa farmgate prices rise amid strong demand Colombian dry season improves coffee outlook Salvadorian coffee crop may fall my nearly 25% ,6/20/11,2.4301
790,2011,6,21,Title,ICE US Review: Cocoa higher with lack of selling Vietnam coffee exporters delay loading on stock shortage Vietnamese coffee production may be 10% higher ,6/21/11,2.3724
791,2011,6,22,Title,ICE US Review: Cocoa remains strong Maize has most compelling case for future price rises London coffee prices sink to four-month low Ivorian cocoa prices rise on thinning supplies China's coffee demand growth to remain as high as 20% ,6/22/11,2.361
792,2011,6,23,Title,Markets Review Fleeing fund money trips up maize prices Foreign travel to boost China coffee use Drier weather boosts Brazil harvest Steep increase in Peruvian organic exports SoBe soft drinks enter UK Children's healthy drinks market in Russia attracting investment Maize futures still have bullish outlook as stocks must rebound Higher prices spur on coffee growers to up Vietnam crop Patchy rains see drop in Indian coffee Global warming aids Indian cardamom Mexican vegetable exporters tour Europe to boost trade ICE US Review: Cocoa declines Burundi coffee output expected to be 13% lower London robusta price sinks to fresh four-month low ,6/23/11,2.3747
793,2011,6,24,Title,ICE US Review: Cocoa declines Indian coffee prices fall tracking international market ,6/24/11,2.3829
794,2011,6,27,Title,ICE US Review: Coffee turns higher on weather concerns Global coffee output forecast at 135m bags Vietnamese June coffee shipments 21% higher ,6/27/11,2.4093
795,2011,6,28,Title,ICE US Review: Coffee climbs with frost worries Burundi coffee production forecast to decline by 13% Ivory Coast unable to export bad quality cocoa Brazilian coffee areas expected to escape frost ,6/28/11,2.4269
796,2011,6,29,Title,ICE US Review: Coffee continues higher Burundi boosts tea export earnings ,6/29/11,2.4977
797,2011,6,30,Title,Indonesian coffee contracts washed out by supply woe Ethiopian exchange hopes unhampered by logistics Markets Review Frost fright gives ICE coffee market boost Burundi's May tea income increases Vietnam's coffee suppy dwindles as export pace rises ,6/30/11,2.5009
798,2011,8,1,Title,ICE US Review: Cocoa drop with strong US dollar Feel Good juice drinks win listings ,8/1/11,2.3297
799,2011,8,2,Title,"ICE US Review: Cocoa edges lower Indian coffee shipments leap by almost 42% Romanians drinking less liquid milk Vietnam's coffee exports could rise to 70,000 tonnes ",8/2/11,2.3406
800,2011,8,3,Title,ICE US Review: Pea Prices Sharply Higher from Year Ago Vietnam slashes coffee export forecast by 5% Ghana aims to increase coffee output fivefold Greece to raise sales tax on all soft drinks ,8/3/11,2.3635
801,2011,8,4,Title,Ghana planning massive coffee jump Improved quality helps to increase Burundi tea sales Heat lets bulls get their hands on maize Kenyan coffee prices slipping down Vietnam eyeing an increase in coffee sales this month Harvesting in Brazil delayed by rain Markets Review Indian coffee exports climbing New rice drinks Coffaina controversy Juice drink listings Costa Rican processed fruits likely to benefit from new FTA Brazilians neglect five-a-day for soft drinks ICE US Review: Cocoa edges lower Peruvian coffee revenues leap 81% in first half Kraft Foods to split business ,8/4/11,2.3512
802,2011,8,5,Title,ICE US Review: Cocoa gains ground Frost reports in Brazil's Minas coffee belt Falling coffee prices cause drop in Brazil discount Uganda revises coffee export forecast higher ,8/5/11,2.2971
803,2011,8,8,Title,ICE US Review: Cocoa drops on economic jitters India coffee shipments 'unaffected' by eurozone crisis New York coffee cuts gains as frost worries ease ,8/8/11,2.3094
804,2011,8,9,Title,Nestle targets 2013 for Vietnamese coffee factory opening ICE US Review: Cocoa down fractionally Vietnam coffee trading frozen due to high prices ,8/9/11,2.2885
805,2011,8,10,Title,ICE US Review: Cocoa hits 7-month low Expensive tea and arabica eat into Tata's profitability Brazilian frost may hurt coffee flowering Ugandan tea dealers urge action on declining output ,8/10/11,2.2959
806,2011,8,11,Title,Vietnam coffee trade held hostage by climbing prices Greece raises soft drinks tax High global prices send Peru's coffee revenues soaring 'New' Ugandan tea industry is unprepared for climate change Frost worries Brazil's coffee players Costly coffee/tea eat into margins at growing Tata ICE US Review: Cocoa climbs on oversold ideas Robusta coffee premiums remain at record highs Honduras to overtake Guatemala as top coffee origin Colombian coffee farmers voice doubts over harvest ,8/11/11,2.3085
807,2011,9,1,Title,Dry weather aids Brazil coffee harvest North American crop fears drive canola up Uganda eyes small coffee climb PNG canned coffee Vietnam coffee at pre-season discount ICE US Review: Cocoa weakens Small amount of Vietnamese robusta changes hands ,9/1/11,2.7908
808,2011,9,2,Title,ICE US Review: Cocoa strengthens US physical coffee trade quiet as Brazil producers wait Europe cash coffee trade slow ahead of Vietnam harvest Mexico pegs coffee harvest higher in 2011/12 ,9/2/11,2.8175
809,2011,9,5,Title,Indonesian robusta shipments down by nearly a third ,9/5/11,2.8175
810,2011,9,6,Title,ICE US Review: Cocoa plunges Robusta futures down amid large Vietnam crop prospects Indian coffee shipments jump more than a third Monthly Review: Grains lead near-5% gains in August agri-commodity prices ,9/6/11,2.7932
811,2011,9,7,Title,ICE US Review: Cocoa eases on supply pressure Ugandan coffee exports higher after good rains Brazilian unroasted coffee shipments little changed Rice trading off to a decent start at TGE but no silver bullet ,9/7/11,2.7359
812,2011,9,8,Title,TGE rice gains traction but is not a silver bullet Good supply on hand takes ICE cocoa down High price spurs Mexican coffee efforts Bumper crop may help Vietnamese exports rise again Steady coffee exports from Brazil Pistachios could provide caffeine-free alternative for coffee ICE US Review: Cocoa moves to one-month low Vietnam to have no coffee to carry forward to 2011/12 New York cocoa futures decline to one-month low Starbucks Chinese expansion plans brewing ,9/8/11,2.7676
813,2011,9,9,Title,ICE US Review: Cocoa drops on Greece's financial crisis ,9/9/11,2.7747
814,2011,9,12,Title,ICE US Review: Coffee recovers higher ,9/12/11,2.6353
815,2011,9,13,Title,ICE US Review: coffee down amid economic uncertainty Brazilian 2011/12 coffee crop pegged slightly lower Brazil could overtake the US as top coffee consumer Vietnamese 2011/12 coffee sales sharply lower ,9/13/11,2.6588
816,2011,9,14,Title,ICE US Review: Coffee down amid economic concern Frutarom makes another acquisition Ugandan coffee shipments increase by almost half Conab cuts Brazilian coffee production forecast Colombian coffee harvest could be hit by heavy rains ,9/14/11,2.6525
817,2011,9,15,Title,Brazil still expects best off-year crop Soft exchanges adjust rules to lift market transparency Looming harvests weigh on CBOT complex Delay in coffee bloom across Brazil Colombia worries about crop losses from La Nina rain Brazil set to top world’s coffee consumer in 2013 Soyabean getting greater interest at Brazil’s bourse Starbucks’ Chinese plans are brewing ICE US Review: Cocoa down on large surplus Cargill backs Liffe plan to introduce delivery limits ,9/15/11,2.6175
818,2011,9,16,Title,ICE US Review: Sugar down on bank report Colombian coffee output falls for fifth consecutive month Vietnam to stockpile a fifth of the world's coffee ,9/16/11,2.5825
819,2011,9,19,Title,ICE US Review: Coffee up amidst technical volatility Doubts surface over Colombian coffee harvest ,9/19/11,2.5754
820,2011,9,20,Title,ICE US Review: Cocoa up with oversold ideas Kenyan coffee exports earn more but volume is restricted Cuba hopeful that its coffee crop will beat worst ever year Nicaragua sees its August coffee shipments fall by a third ,9/20/11,2.5761
821,2011,9,21,Title,ICE US Review: Cocoa down amid global economic uncertainty ,9/21/11,2.5543
822,2011,9,22,Title,ANUGA NEWS Cuba rebounds after worst ever crop Harvest and economic woes weigh on corn ICE US Review: Sugar reaches lowest level since mid June Cargill points finger at governments to do more for cocoa ,9/22/11,2.4828
823,2011,9,23,Title,ICE US Review: Volatile economy pushes cocoa futures down Coffee prices in New York fall to lowest in six weeks Vietnamese coffee shipments hit record in 2010/11 ,9/23/11,2.3766
824,2011,9,26,Title,ICE US Review: Cocoa bounces back after sell-off Ivorian cocoa and coffee export licences up 41% Vietnamese coffee prices fall to seven-month low ,9/26/11,2.2906
825,2011,9,27,Title,ICE US Review: Coffee up with spec buying Tanzanian coffee falls in line with international prices ,9/27/11,2.3307
826,2011,9,28,Title,ICE US Review: Coffee down with improved Brazilian weather Lower production seen in top Colombian coffee region ,9/28/11,2.3728
827,2011,9,29,Title,Prices slip at Tanzanian bean auction Trade welcomes COT reports in London Soyabean losses force sharp canola decline Trading in Brief Rains too light for Brazil’s flowering ICE US Review: Cocoa rises on higher demand Decent reception for London exchange's COT report Nestle announces plans that build on its Mexican coffee push ,9/29/11,2.2981
828,2011,10,3,Title,ICE US Review: Cocoa hits two year low Indonesia sees large fall in robusta coffee exports from Sumatra Vietnam set for major advance in arabica coffee production India achieves record year in coffee exports Burundi tea export revenues boosted by dip in Kenyan supplies ,10/3/11,2.2614
829,2011,10,4,Title,ICE US Review: Coffee rebounds back Monthly Review: September price plunge as coffee and grain bubbles burst Costa Rica exports more coffee in 2010/11 season Rain seen setting next Brazil coffee crop in motion Vietnam coffee prices slump as early harvest starts ,10/4/11,2.2666
830,2011,10,5,Title,ICE US Review: Cocoa moves upward ,10/5/11,2.2616
831,2011,10,6,Title,Indonesia makes early move to buy Vietnam’s coffee First NYSE Liffe shows cut in investors’ long position Burundi manages to cash in from Kenyan tea decline Indian exports climb by a third to record No way Colombia will be able to meet production target Possibility of another surplus dents cocoa Costa Rica coffee exports rise ICE US Review: Coffee rises sharply Indonesian coffee roasters buy Vietnam beans ,10/6/11,2.2568
832,2011,10,7,Title,Armajaro expects recovery in Brazil centre-south sugar output ,10/7/11,2.3255
833,2011,10,10,Title,ICE US Review: Sugar climbs with weather worries Speculators reduce net longs in sugar to near two year-low ,10/10/11,2.2729
834,2011,10,11,Title,"ICE US Review: Coffee drops with stronger US$, technicals ",10/11/11,2.2719
835,2011,10,12,Title,ICE US Review: Coffee jumps higher Flowering to follow rains in Brazil's coffee belt Vietnam set for decline in coffee exports this month ,10/12/11,2.2462
836,2011,10,13,Title,Corn climbs as USDA confirms smaller crop Vietnam unlikely to match export pace of last year Brazilian coffee bloom now imminent Uganda more hopeful on coffee Rain easing dryness in Brazil ICE US Review: Coffee continues bounce off recent lows ,10/13/11,2.285
837,2011,10,14,Title,ICE US Review: Sugar climbs over Thailand concerns Indonesian exchange to launch sharia-compliant ag futures Guatemala and El Salvador see boost in coffee exports ,10/14/11,2.3741
838,2011,10,17,Title,ICE US Review: Cocoa slides downward Favourable weather boosts Ivorian cocoa main crop Speculators cut net long positions in robusta coffee Arabica coffee futures tumble more than 4% Promising signs for Brazil's southeastern coffee Colombian coffee regions seen under threat in 2012 ,10/17/11,2.4146
839,2011,10,18,Title,ICE US Review: Coffee falls German coffee roasters fined for price fixing Innocent must pay HMRC costs in VAT dispute Sara Lee plans further divestments ,10/18/11,2.3443
840,2011,10,19,Title,ICE US Review: Cocoa rises on weak US dollar Salvadorian coffee expected to shake off rains Nestle celebrates opening of Russian coffee factory ,10/19/11,2.339
